"R0000100","R0536300","R0536401","R0536402","R1235800","R1318100","R1318200","R1482600","R3961800","R3961900","R3989100","R3989200","R5473600","R5473700","R7237300","R7237400","R9829600","S0920000","S0920100","S0920200","S0920300","S0920400","S0920500","S0920600","S0920700","S1552600","S1552700","T3162500","T3162501","T3162502","T3162503","T3162504","T3162505","T3162506","T3162507","T3162508","T3162509","T3162600","T3162601","T3162602","T3162603","T3162700","T3162701","T3162702","T3162703","T6216400","T6216401","T6216402","T6216403","T6216500","T6216501","T6216502","T6216503","T9039400","T9039500","T9039600","T9039700","T9039800","T9039900","T9040000","T9040100","U1028900","U1029000","U1029100","U1029200","U1029300","U1029400","U1029500","U1029600","U2969100","U2969200","U2969300","U2969400","U2969500","U2969600","U2969700","U2969800","U4954600","Z9033700","Z9033800","Z9033900","Z9034000","Z9034100","Z9034200"
66,1,10,1980,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,5,7,2,6,3,6,1,2,6,1,1,7,7,2,1,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,2,2,-4,-4
67,1,11,1980,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,3,4,6,1,7,3,1,1,7,5,6,1,4,6,1,5,4,3,4,3,3,3,3,2,4,3,5,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,2,2,2,-4,-4
68,1,1,1981,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,1,7,1,5,7,3,1,7,1,1,1,7,7,7,1,7,7,1,1,7,7,7,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,2,3,2,3,-4,-4
69,2,7,1981,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,81315,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,1,7,2,7,6,7,1,2,1,1,1,7,7,6,1,4,6,1,1,7,6,6,1,7,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,4,2,4,1,3,1,1,4,2,4,3,-4,-4
70,1,8,1982,1,61,104,1,-4,-4,-4,-4,-4,-4,-4,-4,56708,2,4,1,4,4,1,2,5,-4,-4,6,2,6,4,6,5,6,1,5,2,3,3,6,6,5,2,5,5,1,1,7,7,3,1,3,2,4,5,5,2,5,5,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,3,3,4,6,-4,-4
71,1,1,1980,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,5,7,1,7,6,7,1,7,7,1,1,7,7,7,1,6,7,2,7,6,7,7,1,7,7,-5,-5,-5,-5,-5,-5,-5,-5,5,5,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,0,2,2,2,2,-4,-4
72,2,4,1982,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,1,4,2,5,1,3,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,5,1,4,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,1,6,5,3,3,-4,-4
73,1,10,1984,1,47,99,1,45,98,45,98,21,88,58,103,-4,3,3,1,4,3,3,4,3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
74,1,7,1983,1,-3,-3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,2,3,5,1,1,5,-4,-4,7,2,6,4,6,2,4,1,1,2,1,3,7,4,3,2,4,4,1,7,7,7,4,3,4,3,3,2,4,2,4,-2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5,4,5,4,-4,-4
75,1,1,1982,1,25,90,4,-4,-4,-4,-4,-4,-4,-4,-4,7556,3,4,2,4,4,2,2,5,-4,-4,4,5,6,4,6,5,5,3,5,5,1,6,5,5,6,1,5,4,2,6,4,5,5,5,5,6,5,5,3,2,4,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
76,1,1,1982,1,37,95,4,-4,-4,-4,-4,-4,-4,-4,-4,34058,1,5,1,5,5,1,4,5,-4,-4,5,4,6,4,7,6,4,7,4,4,2,2,6,6,4,4,4,5,1,6,5,4,5,1,7,1,-5,-5,-5,-5,-5,-5,-5,-5,5,5,5,1,5,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
77,2,11,1984,1,25,90,2,14,84,23,89,14,84,70,108,-4,1,5,2,5,5,1,2,5,-4,-4,6,2,7,5,4,2,7,1,5,1,1,3,7,6,2,1,-2,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,4,5,-4,-4
78,2,7,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,29032,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,3,6,6,7,1,5,1,5,1,1,4,6,7,6,5,4,2,1,2,7,6,6,3,4,4,4,3,3,2,4,5,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
79,1,12,1983,1,19,87,2,-4,-4,-4,-4,-4,-4,-4,-4,10563,3,4,2,4,2,1,2,4,-4,-4,5,3,4,2,7,6,4,1,7,2,1,5,7,7,4,4,3,1,2,4,7,6,7,5,7,4,3,3,3,1,4,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
80,1,6,1981,1,9,80,1,-4,-4,-4,-4,-4,-4,-4,-4,11014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,4,7,3,7,4,3,1,6,1,1,1,7,7,4,1,6,5,1,5,7,7,7,5,5,1,4,2,3,2,4,3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-3,3,-3,3,-4,-4
81,2,1,1984,1,6,77,1,-3,-3,18,86,-3,-3,13,83,2390,1,1,1,5,5,5,5,5,-4,-4,7,5,7,7,5,5,5,3,6,3,1,3,7,7,5,5,3,6,1,3,7,7,7,5,5,7,5,1,4,1,5,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
82,1,7,1984,1,-3,-3,2,53,101,50,100,66,106,55,102,69940,2,3,2,4,4,2,2,4,86,116,6,5,6,4,5,3,6,2,6,2,1,6,6,5,5,3,5,3,1,1,7,7,7,1,5,1,4,2,4,2,3,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
83,1,9,1981,1,-3,-3,2,-4,-4,-4,-4,-4,-4,-4,-4,8011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,2,6,1,5,5,5,1,5,5,1,4,6,7,6,2,5,6,1,2,7,6,7,6,6,7,3,3,3,2,2,5,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,0,4,3,3,3,-4,-4
84,2,2,1984,1,-3,-3,2,45,98,30,92,75,110,18,86,42129,2,4,1,4,4,2,2,5,53,101,5,1,7,4,5,1,4,1,6,2,5,3,7,6,5,6,4,3,1,1,7,7,6,6,5,5,1,1,5,1,1,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,2,5,3,5,-4,-4
85,1,2,1984,1,53,101,4,30,92,68,107,58,103,37,95,70113,3,4,1,4,5,4,4,5,-4,-4,4,5,6,5,4,1,5,5,5,2,1,2,7,7,4,7,5,5,1,1,6,7,4,7,7,1,4,2,5,3,4,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
86,2,10,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,13722,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,1,6,1,6,2,6,6,7,1,1,5,4,6,2,1,3,3,3,1,2,5,4,6,3,4,4,2,4,2,3,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,2,3,2,-4,-4
87,1,5,1984,1,79,112,2,-4,-4,91,120,-4,-4,61,104,75575,1,4,2,4,4,3,2,4,-4,-4,5,5,7,5,5,1,5,1,7,1,1,1,7,7,5,1,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,6,4,5,-4,-4
88,1,1,1981,1,47,99,4,-4,-4,-4,-4,-4,-4,-4,-4,5929,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,4,1,3,4,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,0,4,4,4,4,-4,-4
89,1,11,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,78892,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,5,7,4,6,5,5,1,6,3,1,1,6,6,5,2,5,5,1,1,7,7,5,1,6,6,4,2,4,1,4,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,4,3,4,3,-4,-4
90,1,11,1981,1,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,4,7,4,1,7,5,1,7,1,1,1,7,7,5,1,6,6,1,1,7,7,7,3,7,6,5,3,3,2,2,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-3,4,-3,4,-4,-4
91,2,9,1982,1,27,91,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,1,3,3,2,3,5,-4,-4,6,7,5,5,5,7,3,3,5,2,5,3,7,7,7,4,7,4,1,1,7,7,7,5,1,4,2,4,5,1,1,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,0,3,4,3,5,-4,-4
92,1,4,1983,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,4355,3,5,4,4,4,4,2,4,-4,-4,7,5,5,1,7,6,6,6,7,7,1,1,6,6,2,2,6,6,5,2,-2,2,4,2,3,7,2,5,2,1,2,2,4,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,6,-3,6,-4,-4
93,1,9,1983,1,-3,-3,2,-4,-4,-4,-4,-4,-4,-4,-4,5351,1,3,1,4,4,1,1,1,-4,-4,5,3,3,3,5,7,7,1,7,3,2,3,6,7,5,2,6,5,2,1,4,7,5,4,5,4,-5,-5,-5,-5,-5,-5,-5,-5,1,2,4,1,3,5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,6,-3,6,-4,-4
94,2,9,1980,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,79941,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,6,5,3,7,1,7,2,6,1,5,3,5,1,7,1,7,1,5,5,6,2,1,1,6,7,3,5,1,3,2,1,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
95,1,7,1982,1,18,86,2,-5,-5,-5,-5,-5,-5,-5,-5,27977,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
96,1,7,1982,1,-4,-4,4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,7,7,3,7,5,7,6,7,5,3,3,7,7,6,1,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
97,1,6,1980,1,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,58177,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,6,3,6,4,5,2,6,1,1,1,7,7,5,7,2,7,1,1,7,6,1,4,5,7,3,4,4,1,3,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,3,2,4,2,-4,-4
98,1,1,1980,1,-4,-4,4,-5,-5,-4,-4,-4,-4,-4,-4,44306,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,3,2,-4,-4
99,1,6,1982,1,34,94,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,4,4,4,5,2,2,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
100,2,1,1981,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,10086,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,7,5,7,7,6,3,7,5,1,6,6,5,6,1,7,2,1,3,7,7,1,2,7,7,4,2,4,1,3,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
101,2,7,1981,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,-2,7,7,7,1,7,7,7,7,1,1,7,6,7,7,6,6,6,1,7,2,7,3,2,4,3,3,5,4,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
102,2,4,1982,1,12,82,2,-4,-4,-4,-4,-4,-4,-4,-4,35316,2,3,1,5,3,1,3,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3,1,3,5,2,1,0,2,4,2,4,-4,-4
103,2,11,1983,1,58,103,2,-4,-4,-4,-4,-4,-4,-4,-4,66575,1,1,1,4,5,2,2,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,4,3,4,6,4
104,2,11,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,58482,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,3,6,5,5,2,5,1,3,4,1,1,7,7,3,2,4,4,1,1,-2,-2,5,3,3,3,3,4,2,3,2,3,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,2,3,2,-4,-4
105,1,8,1983,1,47,99,4,-4,-4,-4,-4,-4,-4,-4,-4,74883,4,5,2,4,4,1,4,5,-4,-4,6,2,7,1,4,4,4,1,7,3,1,5,6,5,5,3,-2,5,2,2,6,4,5,5,5,3,4,3,2,2,3,2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,4,2,4,-4,-4
106,1,11,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-5,-5,34516,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,3,2,-4,-4
107,2,8,1982,1,70,108,4,-4,-4,-4,-4,-4,-4,-4,-4,94837,2,5,1,5,5,2,1,5,-4,-4,7,2,7,4,7,1,7,1,6,1,1,1,7,7,6,2,3,2,1,1,7,5,7,3,5,6,3,1,3,1,4,3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,3,5,3,5,6
108,1,9,1984,1,47,99,4,25,90,68,107,66,106,45,98,83765,2,4,1,5,5,5,2,5,-4,-4,7,3,5,2,6,2,6,2,5,1,2,2,6,5,5,1,4,5,2,2,7,6,6,4,5,5,1,2,3,1,1,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,5,5,5,-4,-4
109,2,3,1982,1,94,123,4,-4,-4,-4,-4,-4,-4,-4,-4,90866,3,3,1,3,3,2,3,5,-4,-4,6,1,7,5,6,5,6,2,7,2,1,1,7,7,6,2,4,6,1,1,7,6,2,1,6,6,4,2,5,2,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,3,4,3,4,3
110,2,2,1984,1,63,105,4,70,108,34,94,42,97,73,109,43864,2,5,1,4,3,2,4,5,-4,-4,7,1,6,5,5,3,7,2,6,4,2,2,7,7,5,2,6,6,2,1,7,7,7,5,7,5,3,3,3,2,5,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,5,4,5,4,5
111,2,1,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,82318,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,7,6,7,6,2,5,5,2,6,2,4,4,6,7,5,4,4,7,5,6,6,1,1,7,7,1,5,1,5,1,1,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,5,2,4,2,5,7
112,2,4,1984,1,-3,-3,4,-4,-4,-4,-4,-4,-4,73,109,57727,2,5,1,2,5,1,1,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,5,1,5,5,2,3,0,3,5,3,5,3,5
113,1,4,1984,1,77,111,4,63,105,92,121,63,105,73,109,76838,4,3,2,4,5,1,1,5,-4,-4,7,3,6,2,7,2,7,3,6,3,3,3,7,6,6,3,7,4,6,5,5,3,5,4,4,3,4,3,2,1,5,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,0,4,5,4,5,-4,-4
114,2,7,1982,1,55,102,4,-4,-4,-4,-4,-4,-4,-4,-4,65345,2,3,2,4,3,2,3,4,-4,-4,7,5,7,7,6,1,7,1,3,1,2,2,7,7,6,2,6,2,1,1,7,6,1,1,6,6,3,3,4,1,4,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,3,3,-4,-4
115,2,10,1984,1,30,92,2,10,81,19,87,9,80,16,85,53132,4,4,3,4,3,3,4,3,-4,-4,3,3,7,7,7,6,6,6,6,1,4,6,7,7,6,6,6,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
116,1,10,1984,1,30,92,1,25,90,23,89,-5,-5,-5,-5,-4,3,3,1,4,4,3,3,5,-4,-4,5,4,6,3,6,5,4,2,7,2,1,2,7,6,4,3,5,3,1,5,7,3,6,1,4,3,5,4,4,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,3,6,2,6,-4,-4
117,1,10,1984,1,45,98,1,45,98,32,93,-5,-5,-5,-5,-4,2,2,2,2,5,2,1,5,-4,-4,6,2,6,5,6,4,3,2,7,7,1,1,6,5,3,2,5,6,6,6,6,6,6,1,6,5,5,1,5,1,5,5,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3,6,2,6,-4,-4
118,1,6,1980,1,-4,-4,4,-5,-5,-5,-5,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,2,6,1,4,4,5,2,3,5,1,1,7,1,6,1,7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,2,4,-4,-4
119,1,9,1982,1,14,84,4,-5,-5,-5,-5,-5,-5,-4,-4,33091,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,3,2,4,4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,5,5,6,5,-4,-4
120,1,6,1982,1,75,110,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,5,2,4,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
121,1,12,1981,1,53,101,4,-4,-4,-4,-4,-4,-4,-4,-4,80701,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,2,6,2,5,5,5,2,6,2,1,1,6,6,4,4,4,4,-5,-5,-5,-5,-5,-5,-5,-5,4,1,3,1,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,3,4,4,-4,-4
122,1,6,1984,1,30,92,4,50,100,39,96,42,97,61,104,59605,2,5,1,5,3,1,5,5,-4,-4,6,2,5,1,7,6,6,2,7,7,1,2,5,4,7,5,4,7,2,5,2,5,3,2,3,3,3,2,1,4,4,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,6,4,5,-4,-4
123,1,2,1980,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
124,1,2,1982,1,53,101,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
125,2,5,1984,1,-3,-3,4,-4,-4,-5,-5,-5,-5,-5,-5,67045,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,-4,-3,9
126,1,5,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,35303,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,3,6,2,5,5,4,2,5,3,2,5,7,6,6,4,5,4,2,3,4,5,4,2,4,5,4,3,3,2,3,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
127,2,3,1982,1,58,103,4,-4,-4,-4,-4,-4,-4,-4,-4,58706,2,5,1,5,4,3,4,5,-4,-4,7,6,7,5,5,3,7,1,7,1,1,1,7,7,7,1,6,7,2,1,7,6,5,1,7,6,5,1,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,4,4,3,-4,-4
128,2,8,1982,1,75,110,4,-4,-4,-4,-4,-4,-4,-4,-4,71624,1,5,1,4,4,1,5,5,-4,-4,7,5,7,1,7,1,7,1,7,4,1,1,7,7,7,1,7,3,1,1,7,7,7,2,5,2,5,3,5,1,5,5,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4,3,4,3,-4,-4
