stimulus,condition,rt1,resp1,rt2,resp2,rt3,resp3,rt4,resp4,rt5,resp5,enter_rt,enter_resp,unknown,subject,session
82168,0,2270,7,299,2,257,1,1792,6,289,8,237,-35,,14,3
81463,4,961,8,293,1,804,4,12,7,393,4,222,6,,14,3
53679,0,2057,5,344,3,1200,6,1440,7,199,9,196,-35,,14,3
89834,1,995,8,134,8,244,9,267,8,708,3,294,4,,14,3
16285,0,1098,1,248,6,1204,2,335,8,372,5,232,-35,,14,3
53217,3,1411,7,3376,3,312,2,526,1,831,7,215,-35,,14,3
16851,3,1879,1,500,6,1741,8,571,5,380,1,193,-35,,14,3
16285,0,907,1,271,6,486,2,598,7,468,5,556,-35,,14,3
17964,0,1626,1,836,7,290,9,1818,6,612,4,370,-35,,14,3
21513,3,1442,2,243,1,317,5,585,1,285,3,333,-35,,14,3
74371,4,1686,7,599,4,581,3,763,7,366,1,211,-35,,14,3
29354,3,2421,2,276,9,649,3,371,5,339,4,270,-35,,14,3
49682,1,1365,4,394,9,390,6,804,8,430,2,247,-35,,14,3
67541,0,1192,4,713,7,230,5,786,4,262,1,229,-35,,14,3
91353,1,910,9,284,1,354,3,417,5,249,3,274,-35,,14,3
89834,1,1074,8,253,9,244,8,1573,4,449,3,238,-35,,14,3
34821,3,1066,3,244,4,1095,8,512,2,226,1,224,-35,,14,3
13572,0,871,1,382,3,352,4,1390,7,276,2,188,-35,,14,3
34157,1,1320,3,248,4,508,1,272,5,353,7,242,-35,,14,3
83483,3,1393,8,732,3,334,4,1141,8,413,3,146,-35,,14,3
41721,3,1302,4,262,1,345,7,676,2,198,1,215,-35,,14,3
29648,0,1161,2,526,9,422,6,1613,4,381,8,278,-35,,14,3
59463,4,1091,5,390,9,1308,4,1482,6,872,3,223,-35,,14,3
79624,3,1342,7,240,9,294,6,1004,2,175,4,183,-35,,14,3
94392,4,995,9,1481,4,285,3,572,9,344,2,201,-35,,14,3
64793,0,1421,6,716,4,290,7,430,9,513,6,356,-35,,14,3
95659,4,1906,9,248,5,882,6,967,5,244,9,269,-35,,14,3
47628,1,1293,4,1109,7,239,6,872,2,2078,8,219,-35,,14,3
19273,4,966,1,267,9,440,2,1226,7,295,3,278,-35,,14,3
73712,4,1121,7,336,3,326,7,963,1,198,2,243,-35,,14,3
92714,4,970,9,1600,2,481,7,503,1,477,6,233,-35,,14,3
24172,1,1111,2,204,4,721,1,362,7,1332,2,183,-35,,14,3
27126,4,1385,2,134,2,853,7,945,1,308,2,230,6,,14,3
85162,0,1129,8,249,5,294,1,1214,6,257,2,192,-35,,14,3
84631,4,1734,8,830,4,1332,6,981,3,590,1,347,-35,,14,3
72836,3,1369,7,312,2,640,8,1001,3,708,6,306,-35,,14,3
68935,0,1148,6,339,8,326,9,954,3,257,5,215,-35,,14,3
35179,3,1081,3,412,5,526,1,1177,7,204,9,255,-35,,14,3
32896,1,1075,3,244,2,781,8,244,9,717,6,205,-35,,14,3
35321,3,1081,3,252,5,276,3,540,2,216,1,197,-35,,14,3
86952,4,1299,8,267,6,266,9,608,5,908,2,179,-35,,14,3
29329,1,1392,2,240,9,853,3,604,2,244,9,328,-35,,14,3
36824,0,1658,3,1837,6,271,8,853,2,722,4,187,-35,,14,3
82168,0,1092,8,372,2,239,1,1591,6,185,8,210,-35,,14,3
48985,1,2149,4,280,8,431,9,339,8,317,5,301,-35,,14,3
63745,4,1272,6,645,3,489,7,995,4,199,5,460,-35,,14,3
53679,0,1011,5,581,3,404,6,516,7,208,9,242,-35,,14,3
51549,3,1453,5,458,1,253,5,703,4,286,9,233,-35,,14,3
35498,1,1200,4,216,5,718,4,599,9,207,8,266,-35,,14,3
24829,3,1358,2,298,4,554,8,1008,1,527,9,232,-35,,14,3
28983,0,1197,1,422,8,503,9,1414,3,228,-35,0,-48,,14,3
38786,4,1215,3,671,8,463,7,694,8,645,6,424,-35,,14,3
13621,1,1188,1,254,3,339,6,1090,2,226,1,192,-35,,14,3
75349,1,2026,7,198,5,372,3,1135,4,213,9,264,-35,,14,3
29329,1,1199,1,331,9,540,3,648,1,213,9,223,-35,,14,3
83629,3,1304,8,367,3,754,6,963,1,267,9,210,-35,,14,3
64836,3,1257,6,926,4,340,8,672,3,731,6,328,-35,,14,3
16285,0,1470,1,1013,6,390,2,799,8,212,5,215,-35,,14,3
97194,4,1067,9,339,7,512,1,900,9,494,4,197,-35,,14,3
63978,4,1522,6,1095,3,749,9,1317,7,181,8,256,-35,,14,3
91353,1,1288,9,371,1,386,3,708,5,690,3,219,-35,,14,3
17964,0,968,1,503,7,258,9,1109,6,256,4,252,-35,,14,3
45637,4,1138,4,267,5,636,6,1704,3,694,7,270,-35,,14,3
36824,0,1576,4,290,6,312,8,840,2,285,4,256,-35,,14,3
13621,1,1200,1,208,3,1987,6,335,2,202,1,260,-35,,14,3
17572,3,1183,1,353,7,244,5,290,7,639,2,220,-35,,14,3
49682,1,1462,2,327,9,466,6,690,8,344,2,247,-35,,14,3
72891,3,1543,7,454,2,644,8,409,9,425,1,201,-35,,14,3
34157,1,1686,3,398,4,513,1,312,5,308,7,301,-35,,14,3
75349,1,1063,7,262,5,540,3,1194,4,350,9,274,-35,,14,3
13572,0,923,1,272,3,439,5,927,7,367,2,237,-35,,14,3
24172,1,1406,2,289,4,385,1,786,7,512,2,201,-35,,14,3
41675,3,1138,4,276,1,294,6,603,7,217,5,265,-35,,14,3
43814,4,1382,4,527,3,363,8,621,1,322,6,274,-35,,14,3
82472,3,1001,8,358,2,321,4,736,7,454,2,242,-35,,14,3
68349,3,2002,6,317,8,517,3,1258,4,295,9,305,-35,,14,3
82168,0,1249,8,490,2,243,1,2493,6,457,8,210,-35,,14,3
23125,4,1838,2,303,3,307,1,622,2,16,5,385,5,,14,3
12714,4,812,1,272,2,616,7,640,1,285,4,215,-35,,14,3
29648,0,1136,1,335,9,977,6,1098,4,441,8,342,-35,,14,3
48985,1,1128,4,308,8,844,8,303,5,192,-35,0,-48,,14,3
47628,1,1084,4,1185,7,332,6,107,6,512,2,321,8,,14,3
86525,4,1312,8,627,6,271,5,708,2,230,5,250,-35,,14,3
63927,4,1221,6,1222,3,326,9,772,2,325,7,260,-35,,14,3
85162,0,1575,8,285,5,694,1,1187,6,694,2,410,-35,,14,3
64793,0,1140,6,243,4,649,7,404,9,481,3,201,-35,,14,3
32896,1,1593,2,968,3,1108,8,226,9,745,6,219,-35,,14,3
53679,0,1916,5,336,3,1117,6,1218,7,166,9,265,-35,,14,3
89834,1,1010,8,581,9,326,8,1336,3,243,4,343,-35,,14,3
28983,0,1910,2,357,8,272,9,940,3,219,-35,0,-48,,14,3
42584,4,1544,4,453,2,321,5,999,8,954,4,178,-35,,14,3
24176,3,1406,2,294,4,276,1,2146,6,221,7,224,-35,,14,3
53685,3,1319,5,426,3,545,6,1636,8,248,5,187,-35,,14,3
75757,3,1217,7,208,5,253,7,1036,5,217,7,219,-35,,14,3
93575,3,1402,9,1181,3,230,5,1081,7,176,5,206,-35,,14,3
18439,4,1118,4,249,8,972,4,1027,3,299,9,16,8,,14,3
56126,4,2058,5,854,6,380,1,795,2,244,6,205,-35,,14,3
67541,0,1308,6,407,7,276,5,1536,4,403,1,188,-35,,14,3
35498,1,1787,3,308,5,780,4,654,9,166,8,243,-35,,14,3
87871,4,1432,8,498,7,267,8,762,7,426,1,398,-35,,14,3
68935,0,1342,6,298,8,262,9,1213,3,231,5,206,-35,,14,3
47672,3,1098,4,994,7,463,6,421,7,458,2,210,-35,,14,3
52742,4,1523,5,894,2,317,7,1182,4,608,2,188,-35,,14,3
82168,0,1079,8,353,2,276,1,681,6,254,8,233,-35,,14,3
63143,4,1166,4,408,3,381,1,1941,4,731,3,193,-35,,14,3
67541,0,1906,6,535,7,722,5,1204,4,376,1,206,-35,,14,3
43925,4,1184,4,303,3,986,9,1364,2,225,5,219,-35,,14,3
76832,3,2806,7,312,6,517,8,913,3,326,2,201,-35,,14,3
91353,1,1036,9,559,1,235,3,376,5,709,3,232,-35,,14,3
68932,3,1772,6,257,8,245,9,899,3,198,2,197,-35,,14,3
17964,0,905,1,348,7,276,9,1350,6,580,4,260,-35,,14,3
29357,3,1396,2,308,9,749,3,958,5,235,7,246,-35,,14,3
75485,3,1660,7,276,5,1009,4,786,8,481,5,174,-35,,14,3
51757,3,928,8,2305,1,357,7,359,5,207,7,210,-35,,14,3
36824,0,1555,3,1090,6,239,8,658,2,234,4,352,-35,,14,3
13549,3,832,1,249,3,371,5,744,4,268,9,283,-35,,14,3
28983,0,1174,2,854,8,362,9,404,8,1081,3,183,-35,,14,3
68935,0,2288,6,266,8,285,9,1214,3,239,5,205,-35,,14,3
89834,1,953,8,199,9,230,8,868,3,234,4,179,-35,,14,3
32896,1,3370,3,271,2,385,8,331,9,358,6,219,-35,,14,3
59714,4,965,5,263,9,807,7,408,1,231,3,224,-35,,14,3
27452,4,1628,2,271,7,312,4,791,5,503,2,192,-35,,14,3
53679,0,850,5,472,3,1750,6,908,7,177,9,246,-35,,14,3
48985,1,1175,4,263,8,244,9,558,8,266,5,201,-35,,14,3
47628,1,1365,4,386,7,367,6,767,2,1236,8,224,-35,,14,3
29648,0,1056,4,290,9,1017,6,2237,4,249,8,242,-35,,14,3
16285,0,1547,1,231,6,403,2,175,2,453,8,344,5,,14,3
75349,1,1136,7,254,5,676,2,457,4,386,9,251,-35,,14,3
13572,0,797,1,181,3,275,5,649,7,394,2,188,-35,,14,3
85475,3,1178,8,207,5,471,4,498,7,258,5,197,-35,,14,3
72934,3,1561,7,308,2,376,9,1318,3,334,4,293,-35,,14,3
71461,4,1040,7,353,1,594,4,1159,6,458,1,182,-35,,14,3
49682,1,1273,4,268,9,385,6,635,8,389,2,183,-35,,14,3
34157,1,1295,3,266,4,362,1,404,5,380,7,234,-35,,14,3
83417,3,2006,8,613,3,316,4,1181,1,290,7,242,-35,,14,3
69737,4,1683,6,258,9,561,7,750,3,484,7,307,-35,,14,3
71259,4,1828,7,376,1,335,2,776,5,253,9,210,-35,,14,3
35498,1,1493,3,321,5,648,4,313,9,203,8,251,-35,,14,3
67624,3,2409,6,257,7,267,6,1463,2,171,4,224,-35,,14,3
85162,0,1146,8,262,5,317,1,722,6,699,2,183,-35,,14,3
96791,3,1709,9,630,6,726,7,340,9,426,1,196,-35,,14,3
37437,4,912,3,790,7,594,4,468,3,293,7,638,-35,,14,3
13621,1,789,1,222,3,1450,6,307,2,198,1,620,-35,,14,3
79647,3,1632,7,258,9,1459,6,1472,4,294,7,338,-35,,14,3
39586,4,2144,3,772,9,412,5,695,8,285,6,256,-35,,14,3
64793,0,1153,6,430,4,394,7,353,9,504,3,219,-35,,14,3
84392,4,999,8,1236,4,1177,3,786,9,307,2,144,2,,14,3
38438,4,1462,3,294,8,617,4,996,3,798,8,256,-35,,14,3
29329,1,1595,1,303,9,540,3,475,1,250,9,251,-35,,14,3
24172,1,898,1,1282,4,431,1,763,7,644,2,242,-35,,14,3
48985,1,1217,4,276,8,258,9,261,8,399,5,206,-35,,14,3
68247,3,2034,6,285,8,835,2,526,4,813,7,224,-35,,14,3
34157,1,1363,3,261,4,267,1,308,5,539,7,251,-35,,14,3
47213,3,1083,4,307,7,540,2,558,1,195,3,210,-35,,14,3
78731,4,1169,7,217,8,276,7,640,3,290,1,197,-35,,14,3
89834,1,1120,8,253,9,244,8,518,3,238,4,161,-35,,14,3
97846,4,1181,9,270,7,950,8,1540,4,276,6,205,-35,,14,3
85496,3,1700,8,275,5,362,4,586,9,626,6,191,-35,,14,3
14658,4,1943,1,403,6,1036,6,435,5,762,8,279,-35,,14,3
68935,0,1015,6,303,8,263,9,895,3,275,5,234,-35,,14,3
35498,1,783,3,261,5,281,4,745,9,189,8,274,-35,,14,3
53576,3,1230,5,449,3,253,5,586,7,517,6,183,-35,,14,3
68917,3,871,6,317,8,289,9,621,1,231,7,238,-35,,14,3
67541,0,1102,6,235,7,272,5,1617,4,281,2,269,-35,,14,3
73945,4,1645,7,713,3,453,2,490,5,198,6,169,-35,,14,3
13621,1,987,1,226,3,876,6,1095,2,167,1,219,-35,,14,3
62985,3,1234,6,1595,2,335,8,381,9,307,5,7,4,,14,3
28983,0,2112,2,649,8,213,9,280,8,2247,3,296,-35,,14,3
17964,0,1258,1,303,7,454,9,1204,6,329,4,225,-35,,14,3
18631,4,800,1,408,8,453,6,673,3,216,4,456,-35,,14,3
45638,4,1828,4,199,5,226,6,1254,3,248,8,310,-35,,14,3
32896,1,2513,3,194,2,330,8,357,9,298,6,793,-35,,14,3
16285,0,1017,1,271,6,740,2,358,8,298,5,233,-35,,14,3
58712,4,1702,5,576,8,404,7,357,1,213,2,242,-35,,14,3
53679,0,763,5,745,3,913,4,235,7,276,9,251,-35,,14,3
69439,4,1624,6,572,7,1509,6,112,5,144,4,460,-35,,14,3
62136,3,1453,6,353,4,221,5,258,3,225,-35,0,-48,,14,3
36824,0,1348,3,1604,6,317,8,908,2,189,4,211,-35,,14,3
29648,0,2931,2,330,9,471,6,461,4,294,8,483,-35,,14,3
39469,4,1191,3,881,9,344,4,230,6,193,-35,0,-48,,14,3
85162,0,1171,8,335,5,499,1,1072,6,289,2,192,-35,,14,3
75349,1,1268,7,249,5,1441,3,266,4,345,9,264,-35,,14,3
47628,1,1323,4,303,7,790,6,740,2,422,8,269,-35,,14,3
12392,4,866,1,631,2,545,3,894,9,280,2,183,-35,,14,3
64793,0,1144,6,289,4,472,7,318,9,439,3,120,-35,,14,3
53282,3,1104,5,1373,3,389,2,931,8,363,3,260,-35,,14,3
91353,1,1411,9,366,1,126,1,295,3,235,5,189,3,,14,3
49682,1,1406,4,554,9,466,6,722,8,345,2,187,-35,,14,3
32415,3,1507,3,262,2,572,4,371,1,213,5,183,-35,,14,3
78637,4,2103,7,240,8,303,6,1145,3,271,4,237,-35,,14,3
29329,1,1354,2,313,9,407,3,498,4,463,9,352,-35,,14,3
82168,0,1182,8,417,2,312,1,740,6,235,8,251,-35,,14,3
24172,1,966,2,220,4,390,1,330,7,532,2,173,-35,,14,3
95971,4,1715,9,307,5,276,9,1222,-48,1,28,349,-35,,14,3
21649,3,2299,1,226,2,317,6,431,8,278,-35,0,-48,,14,3
13572,0,943,1,263,3,293,5,545,7,321,2,247,-35,,14,3
41798,3,1522,4,271,1,308,7,476,9,230,8,456,-35,,14,3
93548,3,1102,9,476,3,380,5,844,4,186,8,178,-35,,14,3
35498,1,1603,3,298,5,731,4,221,9,190,8,260,-35,,14,3
56194,4,1407,5,199,6,362,1,449,9,752,4,184,-35,,14,3
64793,0,1568,6,931,4,367,7,331,9,476,3,169,-35,,14,3
29167,3,981,2,286,9,625,4,12,1,301,1,1287,6,,14,3
75364,3,1268,7,262,5,536,3,1427,6,657,4,174,-35,,14,3
48985,1,1482,4,258,8,276,9,249,8,234,5,211,-35,,14,3
67541,0,1267,6,653,7,326,5,1049,4,335,4,392,-35,,14,3
47628,1,1344,4,1459,7,681,6,1099,2,267,8,196,-35,,14,3
85162,0,1673,8,284,5,344,1,658,6,431,2,187,-35,,14,3
49682,1,1077,4,718,9,353,6,581,8,380,2,142,-35,,14,3
13283,3,906,1,249,3,339,2,476,8,481,3,233,-35,,14,3
82168,0,1187,8,335,2,253,1,390,6,308,8,219,-35,,14,3
21534,3,1218,2,222,1,253,5,485,3,207,4,183,-35,,14,3
59461,4,1153,5,271,9,562,4,781,6,448,1,128,-35,,14,3
36293,3,1191,3,963,6,275,2,782,9,1499,3,138,-35,,14,3
49683,3,1251,4,322,9,640,6,530,8,436,3,182,-35,,14,3
34157,1,1386,3,266,4,331,1,271,5,540,8,361,-35,,14,3
36289,3,1164,3,736,6,330,2,339,4,318,9,301,-35,,14,3
46197,4,1246,4,400,6,785,1,417,9,726,7,233,-35,,14,3
18425,4,961,1,322,8,1340,4,645,2,371,8,292,-35,,14,3
58631,4,1028,5,299,5,389,8,722,6,508,3,194,1,,14,3
51624,3,1042,5,276,1,258,6,535,2,198,4,179,-35,,14,3
13572,0,1064,1,759,3,175,5,1222,2,151,-35,0,-48,,14,3
29329,1,1425,2,231,9,603,3,331,2,202,9,233,-35,,14,3
39263,4,891,2,280,9,417,3,644,6,718,3,187,-35,,14,3
85754,3,1047,8,239,5,340,4,735,5,753,4,170,-35,,14,3
13621,1,773,1,177,3,740,6,403,2,163,1,195,-35,,14,3
89834,1,1453,9,243,8,277,9,1313,3,176,4,201,-35,,14,3
24172,1,2065,3,708,4,381,1,867,7,303,2,174,-35,,14,3
31952,4,1190,3,257,1,318,9,626,5,289,2,174,-35,,14,3
28983,0,1395,2,549,8,2228,3,148,3,28,-35,0,-48,,14,3
29648,0,1481,1,782,9,326,6,1126,4,231,8,242,-35,,14,3
91353,1,856,9,299,1,313,3,316,5,222,3,201,-35,,14,3
54168,3,2306,5,184,4,281,1,431,6,243,8,219,-35,,14,3
68935,0,2576,6,253,8,545,9,640,3,448,5,210,-35,,14,3
34151,3,1192,3,212,4,326,1,207,5,168,1,178,-35,,14,3
36824,0,1177,4,181,6,203,8,895,2,116,4,147,-35,,14,3
17964,0,1157,4,290,7,277,9,594,6,344,4,188,-35,,14,3
32896,1,1979,3,240,2,394,8,213,6,312,4,2,1,,14,3
53679,0,1144,5,1273,3,777,6,1927,7,172,6,192,-35,,14,3
52731,4,1596,5,271,2,240,7,231,3,211,-35,0,-48,,14,3
14231,4,1031,1,267,4,1382,2,166,3,185,1,165,-35,,14,3
71926,4,1093,7,308,1,281,3,1159,2,284,6,192,-35,,14,3
24893,3,1306,2,321,4,1014,8,176,9,390,6,210,-35,,14,3
95874,4,1593,9,262,5,317,8,876,7,354,6,310,-35,,14,3
16285,0,970,1,177,6,653,2,581,8,403,5,187,-35,,14,3
92527,4,1395,9,1026,2,253,5,272,2,539,4,201,-35,,14,3
75349,1,1099,7,208,5,1915,3,261,4,495,9,278,-35,,14,3
17964,0,1497,1,445,7,295,9,839,4,190,6,188,-35,,14,3
18127,4,1677,1,345,8,1222,1,358,7,455,-35,0,-48,,14,3
15415,3,858,1,249,5,1450,4,275,1,163,5,251,-35,,14,3
54768,3,1489,5,235,4,308,7,922,6,340,8,210,-35,,14,3
13621,1,1025,1,209,3,1449,6,226,2,172,1,246,-35,,14,3
68935,0,1381,6,267,8,1277,9,472,3,179,5,234,-35,,14,3
84595,4,2619,8,239,4,676,5,399,9,230,5,196,-35,,14,3
35498,1,2868,3,266,5,385,4,499,9,198,8,264,-35,,14,3
32896,1,831,3,540,2,1117,8,195,9,235,6,37,-35,,14,3
82168,0,1921,8,317,2,221,1,645,6,272,8,200,-35,,14,3
83296,3,1008,8,786,3,212,2,904,9,394,6,169,-35,,14,3
24172,1,1657,2,662,4,262,1,836,7,221,5,228,-35,,14,3
92581,4,1031,9,489,2,1300,5,244,8,202,4,193,-35,,14,3
13572,0,900,1,199,3,258,5,953,7,258,7,276,2,,14,3
72168,3,1587,7,263,2,244,1,1181,6,194,8,202,-35,,14,3
46973,4,1517,4,244,6,549,9,307,7,227,6,28,-35,,14,3
91353,1,889,9,326,1,613,3,216,5,172,3,160,-35,,14,3
87186,4,1620,8,181,7,858,1,308,8,353,6,164,-35,,14,3
85328,3,966,8,231,5,671,2,167,1,308,8,197,-35,,14,3
35324,3,1722,2,208,5,235,2,1099,2,170,1,202,-35,,14,3
34157,1,1120,3,294,4,444,1,244,5,349,7,197,-35,,14,3
17932,3,907,1,417,7,271,9,731,3,33,-35,0,-48,,14,3
47628,1,1223,6,380,7,781,6,818,3,126,4,34,1,,14,3
39271,4,2391,3,353,9,676,2,330,7,575,1,643,-35,,14,3
29329,1,1434,2,340,9,1700,3,899,2,395,9,200,-35,,14,3
97374,4,1243,9,202,7,400,3,653,7,262,6,205,-35,,14,3
37394,4,1771,3,931,7,267,3,591,9,584,2,161,-35,,14,3
85162,0,1646,8,194,5,312,1,731,6,340,2,187,-35,,14,3
95873,4,1018,9,208,5,1231,7,712,7,236,6,187,-35,,14,3
74614,4,1542,7,253,4,199,6,580,1,362,4,192,-35,,14,3
95237,4,1294,9,276,5,940,2,217,3,403,7,211,-35,,14,3
36824,0,997,3,1135,4,362,8,145,7,148,3,210,-35,,14,3
49682,1,1095,4,209,9,252,6,512,8,272,2,173,-35,,14,3
54153,3,1015,5,153,4,340,1,212,5,459,3,187,-35,,14,3
64793,0,1452,6,121,4,330,7,217,9,445,3,132,-35,,14,3
45258,4,1232,4,180,5,308,2,745,5,112,7,180,5,,14,3
29648,0,1214,2,508,9,235,6,748,5,150,6,10,-35,,14,3
48985,1,1392,4,199,8,217,9,453,8,621,5,183,-35,,14,3
53679,0,2453,5,276,2,813,6,117,5,71,4,211,-35,,14,3
16285,0,2480,1,636,2,1203,8,180,5,255,-35,0,-48,,14,3
49851,3,1133,4,309,9,1995,8,349,5,328,-35,0,-48,,14,3
51357,3,2671,5,826,1,792,3,821,5,225,7,193,-35,,14,3
49348,3,1168,4,281,9,1586,3,280,4,231,8,228,-35,,14,3
89834,1,1220,8,227,9,230,8,863,5,184,4,220,-35,,14,3
64916,3,1559,4,309,9,603,2,803,4,186,8,205,-35,,14,3
28983,0,1708,2,303,8,357,9,217,8,335,3,210,-35,,14,3
67541,0,1082,6,266,7,240,5,963,4,307,1,175,-35,,14,3
75349,1,1270,7,345,5,759,3,234,4,304,9,251,-35,,14,3
42692,4,1528,4,385,2,1186,6,809,9,321,2,196,-35,,14,3
49682,1,1101,4,180,9,545,6,1340,8,308,2,132,-35,,14,3
27146,4,1069,2,239,7,380,1,1000,4,122,6,187,-35,,14,3
17964,0,781,1,285,7,272,9,731,6,135,4,173,-35,,14,3
89179,3,1127,9,225,8,354,1,252,7,225,-35,0,-48,,14,3
32896,1,1396,3,150,2,621,8,162,9,303,6,174,-35,,14,3
67541,0,2415,6,603,7,239,5,216,4,258,1,215,-35,,14,3
68935,0,1676,6,207,8,244,9,549,3,316,4,220,-35,,14,3
96751,3,1279,9,290,6,566,7,541,5,375,1,188,-35,,14,3
51347,3,1118,5,667,1,717,3,244,4,417,7,497,-35,,14,3
29648,0,1121,2,294,9,704,6,353,4,263,8,355,-35,,14,3
16285,0,1217,1,245,6,912,2,623,8,189,5,169,-35,,14,3
62851,3,1301,6,244,2,1209,8,170,5,217,4,210,-35,,14,3
26184,4,1293,2,836,6,294,1,504,8,330,6,229,-35,,14,3
35767,3,1072,3,321,5,535,7,895,6,439,7,192,-35,,14,3
35498,1,1325,3,234,5,735,4,318,9,180,8,210,-35,,14,3
28983,0,1520,2,248,4,1519,8,176,9,144,8,176,4,,14,3
29329,1,1302,2,1191,9,676,3,285,2,266,9,328,-35,,14,3
89834,1,946,8,295,9,262,8,572,3,216,4,193,-35,,14,3
28353,3,2033,2,472,8,735,3,421,5,299,3,188,-35,,14,3
17516,3,955,1,312,7,226,5,894,1,181,6,197,-35,,14,3
85162,0,1734,8,253,5,490,1,463,6,753,2,170,-35,,14,3
53679,0,1610,5,612,3,408,6,1145,7,444,9,17,6,,14,3
75349,1,902,7,267,5,1150,3,357,4,409,9,219,-35,,14,3
82168,0,1280,9,581,2,221,1,1104,6,231,8,206,-35,,14,3
35729,3,2750,3,203,5,298,7,272,6,216,4,2,1,,14,3
91353,1,947,9,298,1,1050,3,394,5,176,3,201,-35,,14,3
27865,4,2273,2,312,7,176,8,476,6,225,5,178,-35,,14,3
69426,4,1342,6,258,9,490,4,340,8,207,5,96,-35,,14,3
48348,3,1494,4,245,8,753,3,349,4,317,8,188,-35,,14,3
59743,4,1443,5,649,9,949,7,1159,4,431,3,233,-35,,14,3
64793,0,3231,6,221,4,448,7,918,9,285,6,1,3,,14,3
36893,3,2320,3,225,6,330,8,208,9,303,3,187,-35,,14,3
61814,4,2442,6,207,1,249,8,426,1,630,4,188,-35,,14,3
36824,0,2258,3,699,6,426,8,379,2,216,4,183,-35,,14,3
13572,0,927,1,190,3,239,5,294,7,385,2,142,-35,,14,3
13621,1,771,1,195,3,608,6,403,2,149,1,142,-35,,14,3
48985,1,2405,4,190,8,198,9,158,8,289,5,179,-35,,14,3
39461,4,1258,3,290,9,407,4,304,6,430,1,156,-35,,14,3
71252,4,1123,7,499,1,190,2,326,5,221,2,137,-35,,14,3
45819,4,1559,3,194,4,226,5,691,8,301,-35,0,-48,,14,3
37381,4,1749,3,326,7,1054,3,900,8,239,2,210,-35,,14,3
34157,1,862,3,193,4,363,1,244,5,554,7,183,-35,,14,3
93489,3,1169,9,904,3,425,4,1468,8,153,9,218,-35,,14,3
46195,4,1928,4,181,6,357,1,641,9,266,5,183,-35,,14,3
47628,1,1038,4,263,7,253,6,703,2,244,8,215,-35,,14,3
24172,1,2300,2,243,4,317,1,1107,7,295,2,196,-35,,14,3
24136,3,1601,2,676,4,312,1,295,3,361,5,252,-35,,14,3
39719,4,1083,3,498,9,608,7,630,1,236,9,247,-35,,14,3
49682,1,982,4,313,9,626,6,595,8,335,2,219,-35,,14,3
64793,0,1521,6,261,4,745,7,408,9,495,3,255,-35,,14,3
16285,0,711,1,809,6,416,2,336,8,302,5,233,-35,,14,3
29648,0,1264,2,613,9,321,6,1163,4,212,8,247,-35,,14,3
85162,0,1022,8,217,5,276,1,749,6,230,2,187,-35,,14,3
29329,1,1431,2,458,9,644,6,1509,1,169,-35,0,-48,,14,3
49341,3,1175,4,290,9,662,3,721,4,390,1,215,-35,,14,3
85764,3,1007,8,222,5,548,7,408,6,312,4,206,-35,,14,3
35498,1,1007,3,207,5,540,4,326,9,148,8,225,-35,,14,3
68935,0,2180,6,226,8,817,9,467,3,389,5,174,-35,,14,3
75349,1,1919,7,185,5,808,3,280,4,189,5,220,-35,,14,3
84695,4,1195,8,212,4,317,6,650,9,220,5,174,-35,,14,3
97312,4,1082,9,412,7,899,3,1031,1,167,2,433,-35,,14,3
96728,3,1264,9,244,6,307,7,472,2,303,8,219,-35,,14,3
29893,3,3009,2,576,8,312,9,2437,6,12,3,166,3,,14,3
17964,0,1089,1,344,7,459,9,1345,6,184,4,179,-35,,14,3
24172,1,1381,2,475,4,1346,7,444,5,201,-35,0,-48,,14,3
91353,1,1027,9,385,1,236,3,394,5,385,7,206,-35,,14,3
28983,0,2240,2,344,8,203,9,252,8,290,3,638,-35,,14,3
56959,4,2032,5,321,6,1141,9,471,5,290,9,292,-35,,14,3
51648,3,1054,5,403,1,903,6,285,4,249,8,205,-35,,14,3
67541,0,3019,6,243,7,235,5,503,4,185,1,178,-35,,14,3
23186,4,1552,2,189,3,248,1,932,8,334,6,242,-35,,14,3
48985,1,2355,4,203,8,263,9,866,8,167,5,191,-35,,14,3
13621,1,897,1,271,3,622,6,330,2,171,1,206,-35,,14,3
47628,1,1058,4,1118,7,235,6,531,2,317,8,224,-35,,14,3
32482,3,1511,3,608,2,444,4,994,8,253,2,174,-35,,14,3
81252,4,1435,8,339,1,613,2,603,5,176,2,178,-35,,14,3
78123,4,873,7,244,8,448,1,153,2,218,3,255,-35,,14,3
17679,3,984,1,417,7,522,6,311,7,268,9,419,-35,,14,3
32896,1,1952,3,302,2,1018,8,426,9,271,6,205,-35,,14,3
31869,4,1721,3,335,1,972,8,399,6,235,9,292,-35,,14,3
34157,1,892,3,244,4,713,1,244,5,221,7,174,-35,,14,3
58458,4,1819,5,294,8,1080,4,426,8,198,5,201,-35,,14,3
98968,3,1195,9,175,8,272,9,690,6,298,8,169,-35,,14,3
29176,3,1644,2,658,9,311,1,499,7,212,5,202,-35,,14,3
36824,0,1379,3,349,6,244,8,589,2,212,4,174,-35,,14,3
45959,4,1694,4,194,5,294,9,444,5,267,9,200,-35,,14,3
17647,3,1805,1,308,7,458,6,835,4,276,7,215,-35,,14,3
89834,1,2361,8,203,9,276,8,485,3,320,4,283,-35,,14,3
13572,0,1144,1,236,3,312,5,785,7,999,2,197,-35,,14,3
